Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,LessThan50K
>50,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Assoc-voc,Separated,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,38,United-States,LessThan50K
22-30,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,3,United-States,LessThan50K
>50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
>50,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,72,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Local-gov,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female,18-21,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,18-21,Germany,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Greece,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,?,MoreThan50K
31-50,Local-gov,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,?,LessThan50K
>50,Private,HS-grad,Divorced,Other-service,Other-relative,White,Female,99,United-States,LessThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,White,Male,16,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,LessThan50K
>50,Federal-gov,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,10th,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,LessThan50K
>50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,MoreThan50K
22-30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States,MoreThan50K
>50,Self-emp-not-inc,11th,Widowed,Other-service,Unmarried,White,Female,65,Greece,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,12th,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Male,38,United-States,LessThan50K
22-30,Private,Prof-school,Never-married,Prof-specialty,Unmarried,White,Male,45,Germany,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,40,Haiti,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,65,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,?,Some-college,Married-civ-spouse,?,Wife,White,Female,18-21,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,LessThan50K
31-50,State-gov,10th,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,MoreThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,50,United-States,LessThan50K
31-50,?,11th,Divorced,?,Not-in-family,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,12th,Never-married,Adm-clerical,Other-relative,Black,Male,48,?,LessThan50K
>50,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
22-30,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,50,United-States,LessThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,MoreThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,44,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,LessThan50K
31-50,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Female,30,?,LessThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,60,United-States,MoreThan50K
22-30,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,34,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,?,LessThan50K
31-50,Local-gov,Assoc-acdm,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,16,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
31-50,?,9th,Married-civ-spouse,?,Wife,White,Female,35,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,7th-8th,Widowed,Machine-op-inspct,Unmarried,White,Female,35,United-States,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,LessThan50K
>50,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Japan,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,50,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,MoreThan50K
22-30,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,Scotland,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,MoreThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,12,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,55,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,18-21,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Self-emp-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,55,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,87,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,LessThan50K
>50,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,?,MoreThan50K
22-30,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,LessThan50K
>50,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,60,United-States,MoreThan50K
22-30,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Craft-repair,Own-child,White,Male,47,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,24,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,15,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Local-gov,Some-college,Never-married,Other-service,Unmarried,White,Female,30,United-States,LessThan50K
>50,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,?,LessThan50K
>50,Private,HS-grad,Widowed,Farming-fishing,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,1,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,?,HS-grad,Widowed,?,Not-in-family,White,Female,8,United-States,LessThan50K
>50,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
<18,?,7th-8th,Never-married,?,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,37,United-States,LessThan50K
18-21,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,30,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,50,China,LessThan50K
22-30,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,35,Jamaica,LessThan50K
