src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
aa,2011-12-09-AA-400-DFW-JFK,December 9- 2011               10:40 AM    ,December 9- 2011               12:11 PM    , C28,December 9- 2011               02:59 PM    ,December 9- 2011               04:12 PM    , 45    
flightexplorer,2011-12-09-AA-400-DFW-JFK,,12/9/2011 12:25PM CST,,,12/9/2011 3:49PM EST,
airtravelcenter,2011-12-09-AA-400-DFW-JFK,,12/9/11 12:24 PM (-06:00),,,12/9/11 4:06 PM (-05:00),
myrateplan,2011-12-09-AA-400-DFW-JFK,,12/9/11 12:24 PM (-06:00),,,12/9/11 4:06 PM (-05:00),
helloflight,2011-12-09-AA-400-DFW-JFK,,12/9/11 12:24 PM (-06:00),,,12/9/11 4:06 PM (-05:00),
flytecomm,2011-12-09-AA-400-DFW-JFK,,12/9/11 12:24 PM (-06:00),,,12/9/11 4:06 PM (-05:00),
flightaware,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40AM CST,2011-12-09 12:25PM CST, C28 ,2011-12-09 02:38PM EST,2011-12-09 04:06PM EST, 45 
wunderground,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40AM CST,2011-12-09 12:25PM CST, C28 ,2011-12-09 02:38PM EST,2011-12-09 04:06PM EST, 45 
flights,2011-12-09-AA-400-DFW-JFK,10:40 AM  Fri 09-Dec-2011,12:11 PM  Fri 09-Dec-2011,C28,02:59 PM  Fri 09-Dec-2011,04:12 PM  Fri 09-Dec-2011,C45
businesstravellogue,2011-12-09-AA-400-DFW-JFK,10:40 AM  Fri 09-Dec-2011,12:11 PM  Fri 09-Dec-2011,C28,02:59 PM  Fri 09-Dec-2011,04:12 PM  Fri 09-Dec-2011,C45
flylouisville,2011-12-09-AA-400-DFW-JFK,10:40 AM  Fri 09-Dec-2011,12:11 PM  Fri 09-Dec-2011,C28,02:59 PM  Fri 09-Dec-2011,04:12 PM  Fri 09-Dec-2011,C45
flightstats,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:11 PM,,2011-12-09 2:59 PM,2011-12-09 4:12 PM,
quicktrip,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:11 PM,,2011-12-09 2:59 PM,2011-12-09 4:12 PM,
world-flight-tracker,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:11 PM,,2011-12-09 2:59 PM,2011-12-09 4:12 PM,
flightview,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,C28,2:59 PM- Dec 09,4:12 PM- Dec 09,Terminal 8 - 45
panynj,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,C28,2:59 PM- Dec 09,4:12 PM- Dec 09,Terminal 8 - 45
gofox,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,,2:59 PM- Dec 09,4:12 PM- Dec 09,
foxbusiness,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,C28,2:59 PM- Dec 09,4:12 PM- Dec 09,Terminal 8 - 45
allegiantair,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,C28,2:59 PM- Dec 09,4:12 PM- Dec 09,Terminal 8 - 45
boston,2011-12-09-AA-400-DFW-JFK,10:40 AM- Dec 09,12:25 PM- Dec 09,,2:59 PM- Dec 09,4:06 PM- Dec 09,
travelocity,2011-12-09-AA-400-DFW-JFK,Dec 09 - 10:40am,Dec 09 - 12:11pm,C28/C,Dec 09 - 2:59pm,Dec 09 - 4:12pm,45/8
orbitz,2011-12-09-AA-400-DFW-JFK,10:40aDec 9,12:11pDec 9, C28,2:59pDec 9,4:12pDec 9, 45
weather,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:25 PM,,2011-12-09 02:59 PM,2011-12-09 04:06 PM,
ifly,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:11 PM,,2011-12-09 2:59 PM,2011-12-09 4:12 PM,
usatoday,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:25 PM,,2011-12-09 02:59 PM,2011-12-09 04:06 PM,
flightwise,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40AM CST,2011-12-09 12:25PM CST, C28 ,2011-12-09 02:38PM EST,2011-12-09 04:06PM EST, 45 
flightarrival,2011-12-09-AA-400-DFW-JFK,2011-12-09 10:40 AM,2011-12-09 12:11 PM,,2011-12-09 2:59 PM,2011-12-09 4:12 PM,
aa,2011-12-09-AA-643-MIA-ORD,December 9- 2011               07:10 AM    ,December 9- 2011               07:11 AM    , D3,December 9- 2011               09:35 AM    ,December 9- 2011               09:20 AM    , K15    
flightexplorer,2011-12-09-AA-643-MIA-ORD,,12/9/2011 7:27AM EST,,,12/9/2011 9:15AM CST,
airtravelcenter,2011-12-09-AA-643-MIA-ORD,,12/9/11 7:27 AM (-05:00),,,12/9/11 9:15 AM (-06:00),
myrateplan,2011-12-09-AA-643-MIA-ORD,,12/9/11 7:27 AM (-05:00),,,12/9/11 9:15 AM (-06:00),
helloflight,2011-12-09-AA-643-MIA-ORD,,12/9/11 7:27 AM (-05:00),,,12/9/11 9:15 AM (-06:00),
flytecomm,2011-12-09-AA-643-MIA-ORD,,12/9/11 7:27 AM (-05:00),,,12/9/11 9:15 AM (-06:00),
flightaware,2011-12-09-AA-643-MIA-ORD,2011-12-09 07:10AM EST,2011-12-09 07:27AM EST, D3 ,2011-12-09 09:22AM CST,2011-12-09 09:12AM CST, K15 
wunderground,2011-12-09-AA-643-MIA-ORD,2011-12-09 07:10AM EST,2011-12-09 07:27AM EST, D3 ,2011-12-09 09:22AM CST,2011-12-09 09:12AM CST, K15 
flights,2011-12-09-AA-643-MIA-ORD,07:10 AM  Fri 09-Dec-2011,07:11 AM  Fri 09-Dec-2011,D3,09:35 AM  Fri 09-Dec-2011,09:20 AM  Fri 09-Dec-2011,K15
businesstravellogue,2011-12-09-AA-643-MIA-ORD,07:10 AM  Fri 09-Dec-2011,07:11 AM  Fri 09-Dec-2011,D3,09:35 AM  Fri 09-Dec-2011,09:20 AM  Fri 09-Dec-2011,K15
flylouisville,2011-12-09-AA-643-MIA-ORD,07:10 AM  Fri 09-Dec-2011,07:11 AM  Fri 09-Dec-2011,D3,09:35 AM  Fri 09-Dec-2011,09:20 AM  Fri 09-Dec-2011,K15
flightstats,2011-12-09-AA-643-MIA-ORD,2011-12-09 7:10 AM,2011-12-09 7:11 AM,,2011-12-09 9:35 AM,2011-12-09 9:20 AM,
quicktrip,2011-12-09-AA-643-MIA-ORD,2011-12-09 7:10 AM,2011-12-09 7:11 AM,,2011-12-09 9:35 AM,2011-12-09 9:20 AM,
world-flight-tracker,2011-12-09-AA-643-MIA-ORD,2011-12-09 7:10 AM,2011-12-09 7:11 AM,,2011-12-09 9:35 AM,2011-12-09 9:20 AM,
flightview,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,Terminal D - D3,9:35 AM- Dec 09,9:13 AM- Dec 09,K15
panynj,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,Terminal D - D3,9:35 AM- Dec 09,9:13 AM- Dec 09,K15
gofox,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,,9:35 AM- Dec 09,9:13 AM- Dec 09,
foxbusiness,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,Terminal D - D3,9:35 AM- Dec 09,9:13 AM- Dec 09,K15
allegiantair,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,Terminal D - D3,9:35 AM- Dec 09,9:13 AM- Dec 09,K15
boston,2011-12-09-AA-643-MIA-ORD,7:10 AM- Dec 09,7:27 AM- Dec 09,,9:35 AM- Dec 09,9:13 AM- Dec 09,
travelocity,2011-12-09-AA-643-MIA-ORD,Dec 09 - 7:10am,Dec 09 - 7:11am,D3,Dec 09 - 9:35am,Dec 09 - 9:20am,K15/T3
orbitz,2011-12-09-AA-643-MIA-ORD,7:10aDec 9,7:11aDec 9, D3,9:35aDec 9,9:20aDec 9, K15
weather,2011-12-09-AA-643-MIA-ORD,2011-12-09 07:10 AM,2011-12-09 07:27 AM,,2011-12-09 09:35 AM,2011-12-09 09:11 AM,
ord,2011-12-09-AA-643-MIA-ORD,2011-12-09 12/8 7:10 AM,,D11,2011-12-09 12/8 9:35 AM,,H15
mytripandmore,2011-12-09-AA-643-MIA-ORD,Dec 09 - 7:10am,Dec 09 - 7:11am,D3,Dec 09 - 9:35am,Dec 09 - 9:20am,K15/T3
ua,2011-12-09-UA-843-LAX-ORD,Fri- Dec 9 1:55 PM,Fri- Dec 9 1:57 PM,70B,Fri- Dec 9 7:53 PM,Fri- Dec 9 7:58 PM,C19
airtravelcenter,2011-12-09-UA-843-LAX-ORD,,12/9/11 2:03 PM (-08:00),,,12/9/11 7:23 PM (-06:00),
myrateplan,2011-12-09-UA-843-LAX-ORD,,12/9/11 2:03 PM (-08:00),,,12/9/11 7:23 PM (-06:00),
helloflight,2011-12-09-UA-843-LAX-ORD,,12/9/11 2:03 PM (-08:00),,,12/9/11 7:23 PM (-06:00),
flytecomm,2011-12-09-UA-843-LAX-ORD,,12/9/11 2:03 PM (-08:00),,,12/9/11 7:23 PM (-06:00),
flights,2011-12-09-UA-843-LAX-ORD,,2011-12-09 01:57 PM,70B,,2011-12-09 07:58 PM,C19
businesstravellogue,2011-12-09-UA-843-LAX-ORD,,2011-12-09 01:57 PM,70B,,2011-12-09 07:58 PM,C19
flylouisville,2011-12-09-UA-843-LAX-ORD,,2011-12-09 01:57 PM,70B,,2011-12-09 07:58 PM,C19
flightstats,2011-12-09-UA-843-LAX-ORD,2011-12-09 1:55 PM,2011-12-09 1:57 PM,,2011-12-09 7:53 PM,2011-12-09 7:58 PM,
quicktrip,2011-12-09-UA-843-LAX-ORD,2011-12-09 1:55 PM,2011-12-09 1:57 PM,,2011-12-09 7:53 PM,2011-12-09 7:58 PM,
flightview,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:58 PMDec 09,
panynj,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:58 PMDec 09,
gofox,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:58 PMDec 09,
foxbusiness,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:58 PMDec 09,
allegiantair,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:58 PMDec 09,
boston,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:51 PMDec 09,
travelocity,2011-12-09-UA-843-LAX-ORD,Dec 09 - Not Available,Dec 09 - 2:07pm,70B,Dec 09 - Not Available,Dec 09 - 7:58pm,C19
orbitz,2011-12-09-UA-843-LAX-ORD,1:55pDec 9,1:57pDec 9, 70B,7:53pDec 9,7:58pDec 9, C19
weather,2011-12-09-UA-843-LAX-ORD,2011-12-09 01:55 PM,,,2011-12-09 07:53 PM,,
ord,2011-12-09-UA-843-LAX-ORD,2011-12-09 1:55 PM,,70B,2011-12-09 7:53 PM,,C19
ifly,2011-12-09-UA-843-LAX-ORD,2011-12-09 1:55 PM,2011-12-09 1:57 PM,,2011-12-09 7:53 PM,2011-12-09 7:58 PM,
usatoday,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:51 PMDec 09,
mytripandmore,2011-12-09-UA-843-LAX-ORD,1:55pDec 9,1:57pDec 9, 70B,7:53pDec 9,7:58pDec 9, C19
flightarrival,2011-12-09-UA-843-LAX-ORD,,2:08 PMDec 09,,,7:51 PMDec 09,
aa,2011-12-09-AA-4344-ORD-DTW,December 9- 2011               11:45 AM    ,December 9- 2011               11:56 AM    , G1B,December 9- 2011               02:00 PM    ,December 9- 2011               02:19 PM    , D28    
flightexplorer,2011-12-09-AA-4344-ORD-DTW,,12/9/2011 12:14PM CST,,,12/9/2011 2:01PM EST,
airtravelcenter,2011-12-09-AA-4344-ORD-DTW,,12/9/11 12:14 PM (-06:00),,,12/9/11 2:01 PM (-05:00),
myrateplan,2011-12-09-AA-4344-ORD-DTW,,12/9/11 12:14 PM (-06:00),,,12/9/11 2:01 PM (-05:00),
helloflight,2011-12-09-AA-4344-ORD-DTW,,12/9/11 12:14 PM (-06:00),,,12/9/11 2:01 PM (-05:00),
flytecomm,2011-12-09-AA-4344-ORD-DTW,,12/9/11 12:14 PM (-06:00),,,12/9/11 2:01 PM (-05:00),
flights,2011-12-09-AA-4344-ORD-DTW,,2011-12-09 11:56 AM,G1B,,2011-12-09 02:19 PM,D28
businesstravellogue,2011-12-09-AA-4344-ORD-DTW,,2011-12-09 11:56 AM,G1B,,2011-12-09 02:19 PM,D28
flylouisville,2011-12-09-AA-4344-ORD-DTW,,2011-12-09 11:56 AM,G1B,,2011-12-09 02:19 PM,D28
flightstats,2011-12-09-AA-4344-ORD-DTW,2011-12-09 11:45 AM,2011-12-09 11:56 AM,,2011-12-09 2:00 PM,2011-12-09 2:19 PM,
quicktrip,2011-12-09-AA-4344-ORD-DTW,2011-12-09 11:45 AM,2011-12-09 11:56 AM,,2011-12-09 2:00 PM,2011-12-09 2:19 PM,
flightview,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
panynj,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
gofox,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
foxbusiness,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
allegiantair,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
boston,2011-12-09-AA-4344-ORD-DTW,,12:14 PMDec 09,,,2:11 PMDec 09,
travelocity,2011-12-09-AA-4344-ORD-DTW,Dec 09 - 11:45am,Dec 09 - 11:56am,G1B/T3,Dec 09 - 2:00pm,Dec 09 - 2:19pm,D28
orbitz,2011-12-09-AA-4344-ORD-DTW,11:45aDec 9,11:56aDec 9, G1B,2:00pDec 9,2:19pDec 9, D28
weather,2011-12-09-AA-4344-ORD-DTW,2011-12-09 11:45 AM,,,2011-12-09 02:00 PM,,
ord,2011-12-09-AA-4344-ORD-DTW,2011-12-09 12/8 11:45 AM,,G7,2011-12-09 12/8 2:00 PM,,D28
mytripandmore,2011-12-09-AA-4344-ORD-DTW,11:45aDec 9,11:56aDec 9, G1B,2:00pDec 9,2:19pDec 9, D28
flightarrival,2011-12-09-AA-4344-ORD-DTW,2011-12-09 11:45 AM,,,2011-12-09 02:00 PM,,
ua,2011-12-09-UA-257-JFK-SFO,Fri- Dec 9 2:30 PM,Fri- Dec 9 2:26 PM,8,Fri- Dec 9 6:15 PM,Fri- Dec 9 6:38 PM,81
flightexplorer,2011-12-09-UA-257-JFK-SFO,,12/9/2011 3:34PM EST,,,12/9/2011 6:30PM PST,
airtravelcenter,2011-12-09-UA-257-JFK-SFO,,12/9/11 3:36 PM (-05:00),,,12/9/11 6:24 PM (-08:00),
myrateplan,2011-12-09-UA-257-JFK-SFO,,12/9/11 3:36 PM (-05:00),,,12/9/11 6:24 PM (-08:00),
helloflight,2011-12-09-UA-257-JFK-SFO,,12/9/11 3:36 PM (-05:00),,,12/9/11 6:24 PM (-08:00),
flytecomm,2011-12-09-UA-257-JFK-SFO,,12/9/11 3:36 PM (-05:00),,,12/9/11 6:24 PM (-08:00),
flightaware,2011-12-09-UA-257-JFK-SFO,2011-12-09 02:30PM EST,2011-12-09 03:35PM EST, 8 ,2011-12-09 06:17PM PST,2011-12-09 06:31PM PST, 81 
wunderground,2011-12-09-UA-257-JFK-SFO,2011-12-09 02:30PM EST,2011-12-09 03:35PM EST, 8 ,2011-12-09 06:17PM PST,2011-12-09 06:31PM PST, 81 
flights,2011-12-09-UA-257-JFK-SFO,02:30 PM  Fri 09-Dec-2011,02:26 PM  Fri 09-Dec-2011,8,06:15 PM  Fri 09-Dec-2011,06:38 PM  Fri 09-Dec-2011,81
businesstravellogue,2011-12-09-UA-257-JFK-SFO,02:30 PM  Fri 09-Dec-2011,02:26 PM  Fri 09-Dec-2011,8,06:15 PM  Fri 09-Dec-2011,06:38 PM  Fri 09-Dec-2011,81
flylouisville,2011-12-09-UA-257-JFK-SFO,02:30 PM  Fri 09-Dec-2011,02:26 PM  Fri 09-Dec-2011,8,06:15 PM  Fri 09-Dec-2011,06:38 PM  Fri 09-Dec-2011,81
flightstats,2011-12-09-UA-257-JFK-SFO,2011-12-09 2:30 PM,2011-12-09 2:26 PM,,2011-12-09 6:15 PM,2011-12-09 6:38 PM,
quicktrip,2011-12-09-UA-257-JFK-SFO,2011-12-09 2:30 PM,2011-12-09 2:26 PM,,2011-12-09 6:15 PM,2011-12-09 6:38 PM,
world-flight-tracker,2011-12-09-UA-257-JFK-SFO,2011-12-09 2:30 PM,2011-12-09 2:26 PM,,2011-12-09 6:15 PM,2011-12-09 6:38 PM,
flightview,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,8,6:15 PM- Dec 09,6:38 PM- Dec 09,Terminal 3 - 81
panynj,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,8,6:15 PM- Dec 09,6:38 PM- Dec 09,Terminal 3 - 81
gofox,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,,6:15 PM- Dec 09,6:38 PM- Dec 09,
foxbusiness,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,8,6:15 PM- Dec 09,6:38 PM- Dec 09,Terminal 3 - 81
allegiantair,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,8,6:15 PM- Dec 09,6:38 PM- Dec 09,Terminal 3 - 81
boston,2011-12-09-UA-257-JFK-SFO,2:30 PM- Dec 09,3:36 PM- Dec 09,,6:15 PM- Dec 09,6:31 PM- Dec 09,
travelocity,2011-12-09-UA-257-JFK-SFO,Dec 09 - Not Available,Dec 09 - 3:35pm,8,Dec 09 - Not Available,Dec 09 - 6:38pm,81
orbitz,2011-12-09-UA-257-JFK-SFO,3:39pDec 9,3:35pDec 9, 8,6:15pDec 9,6:38pDec 9, -
weather,2011-12-09-UA-257-JFK-SFO,2011-12-09 02:30 PM,,,2011-12-09 06:15 PM,,
sfo,2011-12-09-UA-257-JFK-SFO,,,,2011-12-09 6:15 PM,,81
mytripandmore,2011-12-09-UA-257-JFK-SFO,Dec 09 - Not Available,Dec 09 - 3:35pm,8,Dec 09 - Not Available,Dec 09 - 6:38pm,81
aa,2011-12-09-AA-446-DFW-PHL,December 9- 2011               11:50 AM    ,December 9- 2011               11:56 AM    , D21,December 9- 2011               03:50 PM    ,December 9- 2011               03:43 PM    , A9    
flightexplorer,2011-12-09-AA-446-DFW-PHL,,12/9/2011 12:11PM CST,,,12/9/2011 3:43PM EST,
airtravelcenter,2011-12-09-AA-446-DFW-PHL,,12/9/11 12:10 PM (-06:00),,,12/9/11 3:43 PM (-05:00),
myrateplan,2011-12-09-AA-446-DFW-PHL,,12/9/11 12:10 PM (-06:00),,,12/9/11 3:43 PM (-05:00),
helloflight,2011-12-09-AA-446-DFW-PHL,,12/9/11 12:10 PM (-06:00),,,12/9/11 3:43 PM (-05:00),
flytecomm,2011-12-09-AA-446-DFW-PHL,,12/9/11 12:10 PM (-06:00),,,12/9/11 3:43 PM (-05:00),
flightaware,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50AM CST,2011-12-09 12:11PM CST, D21 ,2011-12-09 03:29PM EST,2011-12-09 03:40PM EST, A9 
wunderground,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50AM CST,2011-12-09 12:11PM CST, D21 ,2011-12-09 03:29PM EST,2011-12-09 03:40PM EST, A9 
flights,2011-12-09-AA-446-DFW-PHL,11:50 AM  Fri 09-Dec-2011,11:56 AM  Fri 09-Dec-2011,D21,03:50 PM  Fri 09-Dec-2011,03:43 PM  Fri 09-Dec-2011,9
businesstravellogue,2011-12-09-AA-446-DFW-PHL,11:50 AM  Fri 09-Dec-2011,11:56 AM  Fri 09-Dec-2011,D21,03:50 PM  Fri 09-Dec-2011,03:43 PM  Fri 09-Dec-2011,9
flylouisville,2011-12-09-AA-446-DFW-PHL,11:50 AM  Fri 09-Dec-2011,11:56 AM  Fri 09-Dec-2011,D21,03:50 PM  Fri 09-Dec-2011,03:43 PM  Fri 09-Dec-2011,9
flightstats,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50 AM,2011-12-09 11:56 AM,,2011-12-09 3:50 PM,2011-12-09 3:43 PM,
quicktrip,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50 AM,2011-12-09 11:56 AM,,2011-12-09 3:50 PM,2011-12-09 3:43 PM,
world-flight-tracker,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50 AM,2011-12-09 11:56 AM,,2011-12-09 3:50 PM,2011-12-09 3:43 PM,
flightview,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,D21,3:50 PM- Dec 09,3:39 PM- Dec 09,A9
panynj,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,D21,3:50 PM- Dec 09,3:39 PM- Dec 09,A9
gofox,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,,3:50 PM- Dec 09,3:39 PM- Dec 09,
foxbusiness,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,D21,3:50 PM- Dec 09,3:39 PM- Dec 09,A9
allegiantair,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,D21,3:50 PM- Dec 09,3:39 PM- Dec 09,A9
boston,2011-12-09-AA-446-DFW-PHL,11:50 AM- Dec 09,12:11 PM- Dec 09,,3:50 PM- Dec 09,3:39 PM- Dec 09,
travelocity,2011-12-09-AA-446-DFW-PHL,Dec 09 - 11:50am,Dec 09 - 11:56am,D21/D,Dec 09 - 3:50pm,Dec 09 - 3:43pm,A9/A
orbitz,2011-12-09-AA-446-DFW-PHL,11:50aDec 9,11:56aDec 9, D21,3:50pDec 9,3:43pDec 9, A9
weather,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50 AM,,,2011-12-09 03:50 PM,,
phl,2011-12-09-AA-446-DFW-PHL,,,,2011-12-09 3:50 PM,,A9
usatoday,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50 AM,,,2011-12-09 03:50 PM,,
flightwise,2011-12-09-AA-446-DFW-PHL,2011-12-09 11:50AM CST,2011-12-09 12:11PM CST, D21 ,2011-12-09 03:29PM EST,2011-12-09 03:40PM EST, A9 
aa,2011-12-09-AA-3786-IAH-ORD,December 9- 2011               04:00 PM    ,December 9- 2011               04:27 PM    , A29,December 9- 2011               06:40 PM    ,December 9- 2011               06:44 PM    , H2    
flightexplorer,2011-12-09-AA-3786-IAH-ORD,,12/9/2011 4:45PM CST,,,12/9/2011 6:41PM CST,
airtravelcenter,2011-12-09-AA-3786-IAH-ORD,,12/9/11 4:45 PM (-06:00),,,12/9/11 6:41 PM (-06:00),
myrateplan,2011-12-09-AA-3786-IAH-ORD,,12/9/11 4:45 PM (-06:00),,,12/9/11 6:41 PM (-06:00),
helloflight,2011-12-09-AA-3786-IAH-ORD,,12/9/11 4:45 PM (-06:00),,,12/9/11 6:41 PM (-06:00),
flytecomm,2011-12-09-AA-3786-IAH-ORD,,12/9/11 4:45 PM (-06:00),,,12/9/11 6:41 PM (-06:00),
flightaware,2011-12-09-AA-3786-IAH-ORD,2011-12-09 04:00PM CST,2011-12-09 04:45PM CST, A29 ,2011-12-09 06:17PM CST,2011-12-09 06:38PM CST, H2 
wunderground,2011-12-09-AA-3786-IAH-ORD,2011-12-09 04:00PM CST,2011-12-09 04:45PM CST, A29 ,2011-12-09 06:17PM CST,2011-12-09 06:38PM CST, H2 
flights,2011-12-09-AA-3786-IAH-ORD,04:00 PM  Fri 09-Dec-2011,04:27 PM  Fri 09-Dec-2011,29,06:40 PM  Fri 09-Dec-2011,06:44 PM  Fri 09-Dec-2011,H2
businesstravellogue,2011-12-09-AA-3786-IAH-ORD,04:00 PM  Fri 09-Dec-2011,04:27 PM  Fri 09-Dec-2011,29,06:40 PM  Fri 09-Dec-2011,06:44 PM  Fri 09-Dec-2011,H2
flylouisville,2011-12-09-AA-3786-IAH-ORD,04:00 PM  Fri 09-Dec-2011,04:27 PM  Fri 09-Dec-2011,29,06:40 PM  Fri 09-Dec-2011,06:44 PM  Fri 09-Dec-2011,H2
flightstats,2011-12-09-AA-3786-IAH-ORD,2011-12-09 4:00 PM,2011-12-09 4:27 PM,,2011-12-09 6:40 PM,2011-12-09 6:44 PM,
quicktrip,2011-12-09-AA-3786-IAH-ORD,2011-12-09 4:00 PM,2011-12-09 4:27 PM,,2011-12-09 6:40 PM,2011-12-09 6:44 PM,
world-flight-tracker,2011-12-09-AA-3786-IAH-ORD,2011-12-09 4:00 PM,2011-12-09 4:27 PM,,2011-12-09 6:40 PM,2011-12-09 6:44 PM,
flightview,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,A29,6:40 PM- Dec 09,6:40 PM- Dec 09,Terminal 3
panynj,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,A29,6:40 PM- Dec 09,6:40 PM- Dec 09,Terminal 3
gofox,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,,6:40 PM- Dec 09,6:40 PM- Dec 09,
foxbusiness,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,A29,6:40 PM- Dec 09,6:40 PM- Dec 09,Terminal 3
allegiantair,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,A29,6:40 PM- Dec 09,6:40 PM- Dec 09,Terminal 3
boston,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,,6:40 PM- Dec 09,6:40 PM- Dec 09,
travelocity,2011-12-09-AA-3786-IAH-ORD,Dec 09 - 4:00pm,Dec 09 - 4:27pm,A29,Dec 09 - 6:40pm,Dec 09 - 6:44pm,H2/T3
orbitz,2011-12-09-AA-3786-IAH-ORD,4:00pDec 9,4:27pDec 9, A29,6:40pDec 9,6:44pDec 9, H2
weather,2011-12-09-AA-3786-IAH-ORD,2011-12-09 04:00 PM,,,2011-12-09 06:40 PM,,
ord,2011-12-09-AA-3786-IAH-ORD,2011-12-09 4:00 PM,,29,2011-12-09 6:40 PM,,H2
ifly,2011-12-09-AA-3786-IAH-ORD,2011-12-09 4:00 PM,2011-12-09 4:27 PM,,2011-12-09 6:40 PM,2011-12-09 6:44 PM,
usatoday,2011-12-09-AA-3786-IAH-ORD,4:00 PM- Dec 09,4:45 PM- Dec 09,,6:40 PM- Dec 09,6:40 PM- Dec 09,
flightarrival,2011-12-09-AA-3786-IAH-ORD,2011-12-09 04:00 PM,,,2011-12-09 06:40 PM,,
ua,2011-12-09-UA-233-LAX-JFK,Fri- Dec 9 4:25 PM,Fri- Dec 9 4:25 PM,77,Sat- Dec 10 12:29 AM,Sat- Dec 10 12:29 AM,4
flightexplorer,2011-12-09-UA-233-LAX-JFK,,12/8/2011 4:50PM PST,,,12/9/2011 12:33AM EST,
